occurrence_id,species,countryCode,location,source,longitude,latitude,tas_mean_c,prec_mean_annual,elevation_m,ecosystem_code,Temperatur,Moisture,Landcover,Landforms,Climate_Re,Red,Green,Blue,W_Ecosystm,color
984,Vespa crabro,NA,"20250 Corte, France",inat,9.15,42.31,14.634615384615415,76.3076923076923,507,172,Warm Temperate,Moist,Settlement,Mountains,Warm Temperate Moist,105,89,18,Warm Temperate Moist Settlement on Mountains,#695912
985,Vespa crabro,NA,"39 Magdeburg-Stadtfeld Ost, Deutschland",inat,11.62,52.13,10.503846153846156,39.07692307692308,53,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
986,Vespa crabro,CZ,NA,gbif,12.71,49.95,7.911538461538441,56.84615384615385,628,113,Cool Temperate,Moist,Settlement,Mountains,Cool Temperate Moist,61,67,0,Cool Temperate Moist Settlement on Mountains,#3D4300
987,Vespa crabro,DE,NA,gbif,11.86,48.16,9.450000000000044,77.15384615384616,518,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
988,Vespa crabro,NA,"Zalesie, Wrocław, Polska",inat,17.08,51.11,10.011538461538464,60.23076923076923,118,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00
989,Vespa crabro,NA,"00167 Palanga, Lietuva",inat,21.1,56,8.896153846153823,49.53846153846154,10,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
990,Vespa crabro,NL,NA,gbif,6.9,52.3,10.7038461538462,65.53846153846153,32,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00
991,Vespa crabro,DE,NA,gbif,11.83,48.28,9.634615384615472,71.3076923076923,471,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
992,Vespa crabro,NA,"24049 Verdello BG, Italia",inat,9.63,45.6,13.403846153846189,92.92307692307692,167,160,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,105,207,54,Warm Temperate Moist Cropland on Plains,#69CF36
993,Vespa crabro,NL,NA,gbif,4.05,51.25,NA,NA,6,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
994,Vespa crabro,NA,"Casilina/Giardinetti, 00133 Roma RM, Italia",inat,12.6,41.86,16.057692307692378,58.46153846153846,62,161,Warm Temperate,Moist,Settlement,Plains,Warm Temperate Moist,163,170,28,Warm Temperate Moist Settlement on Plains,#A3AA1C
995,Vespa crabro,NL,NA,gbif,6.32,52.61,10.534615384615392,67.53846153846153,4,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00
996,Vespa crabro,NA,"49320 Blaison-Saint-Sulpice, France",inat,-0.37,47.4,13.02692307692314,60.69230769230769,46,160,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,105,207,54,Warm Temperate Moist Cropland on Plains,#69CF36
997,Vespa crabro,NA,"Whiteknights House, Reading RG6 6UR, UK",inat,-0.95,51.44,10.773076923076928,66.6923076923077,54,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
998,Vespa crabro,NA,"Chemin du Ramierou, Montauban, Occitanie, FR",inat,1.39,44.02,14.449999999999989,65.3076923076923,108,168,Warm Temperate,Moist,Cropland,Hills,Warm Temperate Moist,112,198,86,Warm Temperate Moist Cropland on Hills,#70C656
999,Vespa crabro,DE,NA,gbif,11.01,49.6,9.857692307692332,51.30769230769231,295,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E
1000,Vespa crabro,NL,NA,gbif,5.7,50.9,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1001,Vespa crabro,DE,NA,gbif,9.12,49.92,11.211538461538566,55.76923076923077,112,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
1002,Vespa crabro,NL,NA,gbif,6,53.2,10.288461538461604,72.92307692307692,-1,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
1003,Vespa crabro,NA,"Cáceres, España",inat,-5.3,39.59,14.511538461538464,58.69230769230769,703,194,Warm Temperate,Dry,Forest,Mountains,Warm Temperate Dry,96,139,37,Warm Temperate Dry Forest on Mountains,#608B25
1004,Vespa crabro,NL,NA,gbif,6.35,51.9,11.05769230769232,59.46153846153846,13,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
1005,Vespa crabro,NL,NA,gbif,6.15,51.35,11.434615384615428,52.92307692307692,20,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
1006,Vespa crabro,UA,NA,gbif,22.26,48.61,10.619230769230796,61.92307692307692,113,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
1007,Vespa crabro,NA,"Somerset, UK",inat,-2.86,50.96,11.096153846153868,76.61538461538461,47,114,Cool Temperate,Moist,Grassland,Hills,Cool Temperate Moist,22,124,10,Cool Temperate Moist Grassland on Hills,#167C0A
1008,Vespa crabro,NA,"Dej, Romania",inat,23.8,47.16,9.703846153846143,53.76923076923077,340,103,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,33,102,5,Cool Temperate Moist Cropland on Mountains,#216605
1009,Vespa crabro,NL,NA,gbif,5.25,51.65,11.180769230769329,63.53846153846154,7,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00
1010,Vespa crabro,NA,"Héron, 4217 Héron, Belgique",inat,5.1,50.55,10.67307692307702,56.76923076923077,178,110,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,33,144,30,Cool Temperate Moist Cropland on Hills,#21901E
1011,Vespa crabro,AT,NA,gbif,11.37,47.27,9.334615384615404,76.76923076923077,864,113,Cool Temperate,Moist,Settlement,Mountains,Cool Temperate Moist,61,67,0,Cool Temperate Moist Settlement on Mountains,#3D4300
1012,Vespa crabro,AT,NA,gbif,15.46,47.09,9.588461538461615,73.23076923076923,452,113,Cool Temperate,Moist,Settlement,Mountains,Cool Temperate Moist,61,67,0,Cool Temperate Moist Settlement on Mountains,#3D4300
1013,Vespa crabro,NA,"P6CW+84 Radwanderhütte, 49716 Meppen, Duitsland",inat,7.25,52.72,10.434615384615311,66.53846153846153,13,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
1014,Vespa crabro,GB,NA,gbif,-1.27,51.38,10.542307692307702,69.3076923076923,89,110,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,33,144,30,Cool Temperate Moist Cropland on Hills,#21901E
1015,Vespa crabro,DE,NA,gbif,7.83,47.96,11.496153846153844,100.3076923076923,357,97,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,6,64,0,Cool Temperate Moist Forest on Mountains,#064000
1016,Vespa crabro,DE,NA,gbif,9.41,51.29,9.357692307692332,47,342,97,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,6,64,0,Cool Temperate Moist Forest on Mountains,#064000
1017,Vespa crabro,NL,NA,gbif,5.65,52.05,10.880769230769204,71.15384615384616,15,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
1018,Vespa crabro,DE,NA,gbif,9.8,52.41,10.56538461538463,46.92307692307692,54,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
1019,Vespa crabro,NL,NA,gbif,6.1,53.1,NA,NA,1,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
1020,Vespa crabro,DE,NA,gbif,9.5,52.08,10.165384615384651,62.84615384615385,184,113,Cool Temperate,Moist,Settlement,Mountains,Cool Temperate Moist,61,67,0,Cool Temperate Moist Settlement on Mountains,#3D4300
1021,Vespa crabro,NA,"Naturpark Bayerischer Wald, Winzer, Bayern, DE",inat,13.11,48.71,9.634615384615415,70.61538461538461,360,105,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,2,99,1,Cool Temperate Moist Forest on Hills,#026301
1022,Vespa crabro,DE,NA,gbif,7.09,50.72,11.473076923076974,50.84615384615385,78,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E
1023,Vespa crabro,CZ,NA,gbif,18.29,49.84,9.757692307692366,85.84615384615384,220,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E
1024,Vespa crabro,DE,NA,gbif,9.13,54.59,9.596153846153868,70.53846153846153,8,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
1025,Vespa crabro,DE,NA,gbif,7.87,51.44,9.83461538461546,71.46153846153847,235,105,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,2,99,1,Cool Temperate Moist Forest on Hills,#026301
1026,Vespa crabro,DE,NA,gbif,7.7,51.93,10.919230769230808,60.61538461538461,54,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
1027,Vespa crabro,NL,NA,gbif,5,51.5,11.18846153846158,64.38461538461539,20,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00
1028,Vespa crabro,NA,"St. Andrä-Höch, Österreich",inat,15.36,46.78,9.957692307692357,81.46153846153847,324,103,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,33,102,5,Cool Temperate Moist Cropland on Mountains,#216605
1029,Vespa crabro,PL,NA,gbif,19.15,51.82,9.280769230769238,54.92307692307692,150,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00
1030,Vespa crabro,NL,NA,gbif,6.65,52.45,10.680769230769272,65.46153846153847,11,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500
1031,Vespa crabro,NA,3310 Velika Pirešica,inat,15.18,46.29,11.01923076923083,83.3076923076923,350,103,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,33,102,5,Cool Temperate Moist Cropland on Mountains,#216605
1032,Vespa crabro,NL,NA,gbif,6.8,52.2,10.811538461538476,62.92307692307692,28,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
1033,Vespa crabro,NA,"Ebenthal, Österreich",inat,14.37,46.6,10.457692307692298,123.3846153846154,622,97,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,6,64,0,Cool Temperate Moist Forest on Mountains,#064000
1034,Vespa crabro,NL,NA,gbif,6.2,52.65,10.56538461538463,67.61538461538461,-4,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500
1035,Vespa crabro,NL,NA,gbif,3.55,51.45,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1036,Vespa crabro,NL,NA,gbif,5.95,53.1,10.334615384615404,73.46153846153847,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1037,Vespa crabro,NL,NA,gbif,4.5,51.65,11.219230769230762,69.53846153846153,-2,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
1038,Vespa crabro,NL,NA,gbif,4.45,51.85,NA,NA,-1,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
1039,Vespa crabro,NL,NA,gbif,4.9,52.3,10.926923076923115,77.84615384615384,1,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500
1040,Vespa crabro,DE,NA,gbif,7.15,51.59,11.06538461538463,62.61538461538461,71,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E
1041,Vespa crabro,NA,"Wehrheim, 61273 Wehrheim, Deutschland",inat,8.59,50.31,9.650000000000034,53.53846153846154,356,97,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,6,64,0,Cool Temperate Moist Forest on Mountains,#064000
1042,Vespa crabro,DE,NA,gbif,10.86,53.2,10.157692307692344,47.84615384615385,63,110,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,33,144,30,Cool Temperate Moist Cropland on Hills,#21901E
1043,Vespa crabro,AT,NA,gbif,15.91,46.88,10.180769230769217,75,362,103,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,33,102,5,Cool Temperate Moist Cropland on Mountains,#216605
1044,Vespa crabro,DE,NA,gbif,9.63,54.26,9.69615384615389,66.84615384615384,4,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
1045,Vespa crabro,NL,NA,gbif,5.4,52.05,10.950000000000044,71.38461538461539,17,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00
1046,Vespa crabro,NA,"Wemmel, 1780 Wemmel, Belgique",inat,4.32,50.91,11.326923076923151,59.15384615384615,52,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
1047,Vespa crabro,CZ,NA,gbif,13.86,50.64,8.996153846153902,44.53846153846154,213,97,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,6,64,0,Cool Temperate Moist Forest on Mountains,#064000
1048,Vespa crabro,SE,NA,gbif,13.22,55.54,9.23461538461538,48.23076923076923,51,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00
1049,Vespa crabro,NL,NA,gbif,3.55,51.45,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1050,Vespa crabro,NL,NA,gbif,6.45,51.9,11.06538461538463,57.84615384615385,15,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500
1051,Vespa crabro,DE,NA,gbif,14.26,50.93,8.919230769230865,56.92307692307692,306,97,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,6,64,0,Cool Temperate Moist Forest on Mountains,#064000
1052,Vespa crabro,NL,NA,gbif,5.25,51.55,NA,NA,11,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
1053,Vespa crabro,NA,"City Centre, Oxford, UK",inat,-1.25,51.75,10.657692307692344,63.84615384615385,61,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E
1054,Vespa crabro,DE,NA,gbif,9.99,51.51,9.096153846153811,60.15384615384615,295,101,Cool Temperate,Moist,Forest,Tablelands,Cool Temperate Moist,71,89,181,Cool Temperate Moist Forest on Tablelands,#4759B5
1055,Vespa crabro,NL,NA,gbif,6.6,52.2,10.857692307692332,62,15,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500
1056,Vespa crabro,NL,NA,gbif,5.9,51.4,11.303846153846166,57,34,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
1057,Vespa crabro,FR,NA,gbif,1.13,45.45,12.54230769230776,98.3846153846154,331,164,Warm Temperate,Moist,Grassland,Hills,Warm Temperate Moist,86,172,49,Warm Temperate Moist Grassland on Hills,#56AC31
1058,Vespa crabro,NL,NA,gbif,5.75,51.4,11.319230769230783,57.69230769230769,24,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
1059,Vespa crabro,NA,"Steinberg, 64285 Darmstadt-Bessungen, Germany",inat,8.66,49.86,11.080769230769192,58.07692307692308,184,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E
1060,Vespa crabro,NL,NA,gbif,4.75,51.6,11.25,68.38461538461539,2,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
1061,Vespa crabro,BE,NA,gbif,4.28,50.81,11.34230769230777,55.53846153846154,28,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
1062,Vespa crabro,NL,NA,gbif,6.75,53.1,10.226923076923129,71,-14,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
1063,Vespa crabro,DE,NA,gbif,12.84,48.46,9.465384615384608,69.46153846153847,456,102,Cool Temperate,Moist,Cropland,Tablelands,Cool Temperate Moist,99,97,160,Cool Temperate Moist Cropland on Tablelands,#6361A0
1064,Vespa crabro,NL,NA,gbif,6.5,53.2,NA,NA,-2,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500
1065,Vespa crabro,NL,NA,gbif,5.1,52.15,10.926923076923115,73.07692307692308,-2,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00
1066,Vespa crabro,GB,NA,gbif,-0.01,51.18,10.988461538461593,67.07692307692308,59,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
1067,Vespa crabro,NL,NA,gbif,5.3,52.3,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1068,Vespa crabro,PL,NA,gbif,16.66,52.26,9.780769230769238,42.84615384615385,84,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
1069,Vespa crabro,NA,"Bevtoft, Danmark",inat,9.17,55.22,9.26538461538462,78,32,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00
1070,Vespa crabro,DE,NA,gbif,10.43,52.33,10.488461538461593,47,65,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
1071,Vespa crabro,RS,NA,gbif,22.41,43.03,10.680769230769272,69.38461538461539,520,148,Cool Temperate,Dry,Cropland,Mountains,Cool Temperate Dry,94,148,49,Cool Temperate Dry Cropland on Mountains,#5E9431
1072,Vespa crabro,AT,NA,gbif,12.74,47.66,8.626923076923106,121.07692307692308,844,107,Cool Temperate,Moist,Grassland,Mountains,Cool Temperate Moist,26,83,0,Cool Temperate Moist Grassland on Mountains,#1A5300
1073,Vespa crabro,NL,NA,gbif,5.8,52.55,10.773076923076928,69.84615384615384,3,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
1074,Vespa crabro,NA,"Rue Rham, Junglinster, Distrikt Grevenmacher, LU",inat,6.25,49.71,10.103846153846176,65,334,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E
1075,Vespa crabro,LU,NA,gbif,6.11,49.66,10.465384615384664,63.07692307692308,290,114,Cool Temperate,Moist,Grassland,Hills,Cool Temperate Moist,22,124,10,Cool Temperate Moist Grassland on Hills,#167C0A
1076,Vespa crabro,DE,NA,gbif,13.11,52.42,10.296153846153857,40.61538461538461,55,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00
1077,Vespa crabro,NA,"Sulbiate, Parco dell'Acqua (MB)",inat,9.41,45.63,13.450000000000044,96.3846153846154,217,161,Warm Temperate,Moist,Settlement,Plains,Warm Temperate Moist,163,170,28,Warm Temperate Moist Settlement on Plains,#A3AA1C
1078,Vespa crabro,NL,NA,gbif,5.6,51.45,NA,NA,21,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
1079,Vespa crabro,NA,"Zichyújfalu, 8112 Magyarország",inat,18.67,47.15,11.303846153846166,38.61538461538461,122,195,Warm Temperate,Dry,Forest,Plains,Warm Temperate Dry,94,186,42,Warm Temperate Dry Forest on Plains,#5EBA2A
1080,Vespa crabro,HU,NA,gbif,18.68,47.14,11.311538461538476,37.69230769230769,122,187,Warm Temperate,Dry,Cropland,Plains,Warm Temperate Dry,155,228,99,Warm Temperate Dry Cropland on Plains,#9BE463
1081,Vespa crabro,PL,NA,gbif,15.54,50.83,6.673076923076906,76.6923076923077,628,97,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,6,64,0,Cool Temperate Moist Forest on Mountains,#064000
1082,Vespa crabro,NA,"Beaumont-sur-Oise, France",inat,2.28,49.14,12.26538461538462,51.15384615384615,49,169,Warm Temperate,Moist,Settlement,Hills,Warm Temperate Moist,136,158,52,Warm Temperate Moist Settlement on Hills,#889E34
1083,Vespa crabro,DE,NA,gbif,7.82,48.03,11.873076923076953,84,231,176,Warm Temperate,Moist,Forest,Mountains,Warm Temperate Moist,49,105,3,Warm Temperate Moist Forest on Mountains,#316903
1084,Vespa crabro,FI,NA,gbif,27.6,60.54,6.7269230769231285,68.92307692307692,23,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
1085,Vespa crabro,NA,"Powiat sztumski, Polska",inat,19.02,53.92,8.89615384615388,49.38461538461539,52,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
1086,Vespa crabro,DE,NA,gbif,12.79,53.39,9.596153846153868,44.84615384615385,65,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500
1087,Vespa crabro,NA,"73642 Welzheim, Deutschland",inat,9.63,48.87,9.103846153846176,74.92307692307692,498,129,Cool Temperate,Moist,Settlement,Tablelands,Cool Temperate Moist,47,63,130,Cool Temperate Moist Settlement on Tablelands,#2F3F82
1088,Vespa crabro,NA,"76534 Baden-Baden-Geroldsau, Tyskland",inat,8.25,48.73,11.349999999999966,103.23076923076924,275,97,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,6,64,0,Cool Temperate Moist Forest on Mountains,#064000
1089,Vespa crabro,NL,NA,gbif,5.6,51.75,11.088461538461615,64.92307692307692,13,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00
1090,Vespa crabro,NA,"Naturpark Südsteiermark, Sankt Nikolai im Sausal, Steiermark, AT",inat,15.43,46.82,9.68846153846158,87.53846153846153,358,103,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,33,102,5,Cool Temperate Moist Cropland on Mountains,#216605
1091,Vespa crabro,NA,"Kandern, Staiggasse, 79400 Kandern, Germany",inat,7.66,47.71,10.973076923076915,96.6923076923077,405,113,Cool Temperate,Moist,Settlement,Mountains,Cool Temperate Moist,61,67,0,Cool Temperate Moist Settlement on Mountains,#3D4300
1092,Vespa crabro,NA,"Herrenhäuser Gärten, Hannover, Niedersachsen, DE",inat,9.7,52.39,10.58076923076925,48.76923076923077,55,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
1093,Vespa crabro,NL,NA,gbif,5.3,51.95,11.01153846153852,68.61538461538461,3,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500
1094,Vespa crabro,NL,NA,gbif,6.55,52.1,10.89615384615388,60.38461538461539,17,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500
1095,Vespa crabro,SE,NA,gbif,18.63,57.69,8.811538461538476,43.84615384615385,53,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00
1096,Vespa crabro,NL,NA,gbif,5.9,51.95,NA,NA,6,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
1097,Vespa crabro,NL,NA,gbif,5.2,52.2,NA,NA,11,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00
1098,Vespa crabro,NL,NA,gbif,5.95,50.8,10.950000000000044,66.38461538461539,170,110,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,33,144,30,Cool Temperate Moist Cropland on Hills,#21901E
1099,Vespa crabro,NL,NA,gbif,6.1,52.35,10.750000000000057,66.38461538461539,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1100,Vespa crabro,NA,"Winscombe BS25 1BL, UK",inat,-2.84,51.31,11.03461538461545,94.3076923076923,63,107,Cool Temperate,Moist,Grassland,Mountains,Cool Temperate Moist,26,83,0,Cool Temperate Moist Grassland on Mountains,#1A5300
1101,Vespa crabro,HR,NA,gbif,13.88,45.12,13.26538461538462,109,332,178,Warm Temperate,Moist,Cropland,Tablelands,Warm Temperate Moist,61,89,194,Warm Temperate Moist Cropland on Tablelands,#3D59C2
1102,Vespa crabro,NL,NA,gbif,5.9,50.95,11.25,62.15384615384615,98,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
1103,Vespa crabro,NL,NA,gbif,4.6,51.85,11.096153846153868,74.15384615384616,-1,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
1104,Vespa crabro,NL,NA,gbif,4.7,51.7,11.18846153846158,70.53846153846153,0,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
1105,Vespa crabro,NA,"Alt-Löwenbruch, Ludwigsfelde, Brandenburg, DE",inat,13.31,52.29,10.626923076923047,39.53846153846154,38,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500
