occurrence_id,species,countryCode,location,source,longitude,latitude,tas_mean_c,prec_mean_annual,elevation_m,ecosystem_code,Temperatur,Moisture,Landcover,Landforms,Climate_Re,Red,Green,Blue,W_Ecosystm,color,NDVI
1149,Vespa crabro,GB,NA,gbif,-2.49,51.54,10.773076923076928,86.61538461538461,54,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.5774291666666667
1153,Vespa crabro,NA,"Newtown Linford, UK",inat,-1.23,52.69,9.865384615384642,64.07692307692308,140,109,Cool Temperate,Moist,Grassland,Tablelands,Cool Temperate Moist,78,92,155,Cool Temperate Moist Grassland on Tablelands,#4E5C9B,0.47488749999999996
1154,Vespa crabro,DE,NA,gbif,8.5,51.99,10.319230769230842,67.53846153846153,166,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E,0.46974166666666667
1165,Vespa crabro,NL,NA,gbif,6.1,52.1,10.88846153846157,63.92307692307692,14,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.5403625
1167,Vespa crabro,NL,NA,gbif,5.9,52.2,10.56538461538463,70.84615384615384,62,105,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,2,99,1,Cool Temperate Moist Forest on Hills,#026301,0.43677916666666666
1183,Vespa crabro,NA,"Weinegg, Zürich, Switzerland",inat,8.58,47.35,10.250000000000057,96.3846153846154,573,113,Cool Temperate,Moist,Settlement,Mountains,Cool Temperate Moist,61,67,0,Cool Temperate Moist Settlement on Mountains,#3D4300,0.5768875
1204,Vespa crabro,NL,NA,gbif,6.8,53.2,10.211538461538453,72.38461538461539,-2,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.661075
1213,Vespa crabro,NA,"17 Brüssow, Deutschland",inat,14.11,53.43,9.52692307692314,40.15384615384615,52,105,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,2,99,1,Cool Temperate Moist Forest on Hills,#026301,0.7164583333333333
1227,Vespa crabro,CZ,NA,gbif,14.4,50.08,10.180769230769272,47.61538461538461,227,139,Cool Temperate,Dry,Forest,Hills,Cool Temperate Dry,48,148,38,Cool Temperate Dry Forest on Hills,#309426,0.4981541666666667
1230,Vespa crabro,NA,"Passauer Straße, Ortenburg, Bayern, DE",inat,13.23,48.55,9.626923076923106,74.07692307692308,381,110,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,33,144,30,Cool Temperate Moist Cropland on Hills,#21901E,0.6766916666666667
1233,Vespa crabro,NA,"Mandula köz, Erdőkertes, Pest vármegye, HU",inat,19.33,47.67,10.757692307692366,51.53846153846154,224,146,Cool Temperate,Dry,Cropland,Hills,Cool Temperate Dry,97,186,84,Cool Temperate Dry Cropland on Hills,#61BA54,0.5682166666666667
1234,Vespa crabro,NL,NA,gbif,6.2,53.2,10.203846153846143,73.3076923076923,-2,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.5580041666666666
1241,Vespa crabro,NL,NA,gbif,5.55,51.4,11.334615384615404,56.92307692307692,23,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00,0.5626083333333334
1243,Vespa crabro,NA,"Jennersdorf, Österreich",inat,16.15,46.96,10.250000000000057,66.92307692307692,288,102,Cool Temperate,Moist,Cropland,Tablelands,Cool Temperate Moist,99,97,160,Cool Temperate Moist Cropland on Tablelands,#6361A0,0.6555541666666667
1244,Vespa crabro,DE,NA,gbif,11.04,50.96,9.919230769230808,45.07692307692308,280,105,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,2,99,1,Cool Temperate Moist Forest on Hills,#026301,0.5423333333333333
1246,Vespa crabro,NA,"06 Leuna-Kreypau, Germany",inat,12.07,51.33,10.657692307692344,37,95,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.6285999999999999
1248,Vespa crabro,GB,NA,gbif,-1.78,51.06,11.034615384615392,80.23076923076923,58,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E,0.7401833333333333
1249,Vespa crabro,NL,NA,gbif,5.8,51.85,11.08076923076925,64.23076923076923,9,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.512725
1253,Vespa crabro,NA,"831 01 Bratislava-Nové Mesto, Slovensko",inat,17.09,48.18,9.91153846153844,62.92307692307692,259,97,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,6,64,0,Cool Temperate Moist Forest on Mountains,#064000,0.5283708333333333
1256,Vespa crabro,NA,"Doctors Hill, Bromsgrove, England, GB",inat,-2.08,52.36,10.011538461538464,78.23076923076923,135,114,Cool Temperate,Moist,Grassland,Hills,Cool Temperate Moist,22,124,10,Cool Temperate Moist Grassland on Hills,#167C0A,0.7285583333333333
1258,Vespa crabro,NA,"Premia, Piemonte, IT",inat,8.36,46.31,4.6576923076923435,125.53846153846152,1445,97,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,6,64,0,Cool Temperate Moist Forest on Mountains,#064000,0.5198083333333333
1261,Vespa crabro,NL,NA,gbif,3.95,51.25,11.419230769230808,62.92307692307692,-1,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.5021333333333333
1262,Vespa crabro,AT,NA,gbif,16.72,47.94,11.273076923076928,54.53846153846154,216,103,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,33,102,5,Cool Temperate Moist Cropland on Mountains,#216605,0.5915541666666667
1264,Vespa crabro,BE,NA,gbif,3.76,51.03,11.403846153846189,58.30769230769231,8,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.6432583333333334
1268,Vespa crabro,NL,NA,gbif,6.45,52.35,NA,NA,26,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00,0.3950125
1274,Vespa crabro,NL,NA,gbif,5.1,51.35,11.21153846153851,59.61538461538461,34,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00,0.3557
1286,Vespa crabro,NL,NA,gbif,5.6,51.85,NA,NA,6,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.4984166666666667
1311,Vespa crabro,GB,NA,gbif,-2.69,51.61,10.949999999999989,90.6153846153846,19,110,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,33,144,30,Cool Temperate Moist Cropland on Hills,#21901E,0.6316083333333333
1313,Vespa crabro,NA,意大利米兰省米兰威尼斯门,inat,9.2,45.47,13.71923076923082,84.23076923076923,128,161,Warm Temperate,Moist,Settlement,Plains,Warm Temperate Moist,163,170,28,Warm Temperate Moist Settlement on Plains,#A3AA1C,0.5214083333333334
1314,Vespa crabro,NA,"Gävle, Sverige",inat,17.19,60.65,7.480769230769283,53.07692307692308,20,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00,0.7284166666666666
1316,Vespa crabro,NL,NA,gbif,5.55,52.25,NA,NA,3,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.7415041666666666
1325,Vespa crabro,NA,"Bibliothèque, 91400 Orsay, Франція",inat,2.18,48.7,12.103846153846176,54.61538461538461,131,169,Warm Temperate,Moist,Settlement,Hills,Warm Temperate Moist,136,158,52,Warm Temperate Moist Settlement on Hills,#889E34,0.6479625
1326,Vespa crabro,DE,NA,gbif,13.43,50.91,8.773076923076985,59.30769230769231,420,110,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,33,144,30,Cool Temperate Moist Cropland on Hills,#21901E,0.40329583333333335
1327,Vespa crabro,NL,NA,gbif,6.6,52.3,NA,NA,9,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.5472541666666667
1328,Vespa crabro,NL,NA,gbif,3.8,51.2,11.426923076923115,62.23076923076923,6,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.4234791666666667
1332,Vespa crabro,NL,NA,gbif,5.55,51.35,11.365384615384642,55.69230769230769,26,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.50005
1333,Vespa crabro,NA,"Istarska, HR",inat,13.88,45.15,13.173076923076906,105.23076923076924,324,180,Warm Temperate,Moist,Forest,Tablelands,Warm Temperate Moist,69,72,136,Warm Temperate Moist Forest on Tablelands,#454888,0.6341708333333334
1339,Vespa crabro,NA,"Grandas de Salime, 33738, Asturias, España",inat,-6.97,43.21,12.626923076923106,101.6153846153846,530,176,Warm Temperate,Moist,Forest,Mountains,Warm Temperate Moist,49,105,3,Warm Temperate Moist Forest on Mountains,#316903,0.5835458333333333
1341,Vespa crabro,NA,"Tököl, Pest County, HU",inat,18.95,47.32,11.326923076923094,41.38461538461539,103,187,Warm Temperate,Dry,Cropland,Plains,Warm Temperate Dry,155,228,99,Warm Temperate Dry Cropland on Plains,#9BE463,0.5641875
1344,Vespa crabro,NL,NA,gbif,4.3,51.4,NA,NA,0,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.4587
1346,Vespa crabro,NL,NA,gbif,6.9,52.3,NA,NA,32,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00,0.7923541666666667
1347,Vespa crabro,NL,NA,gbif,6.5,53.2,NA,NA,-2,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.5285333333333333
1355,Vespa crabro,DE,NA,gbif,11.67,49.51,8.88076923076926,56.38461538461539,467,105,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,2,99,1,Cool Temperate Moist Forest on Hills,#026301,0.6728125
1358,Vespa crabro,IT,NA,gbif,11.3,46.45,14.411538461538498,68.23076923076923,298,176,Warm Temperate,Moist,Forest,Mountains,Warm Temperate Moist,49,105,3,Warm Temperate Moist Forest on Mountains,#316903,0.6200041666666667
1363,Vespa crabro,AT,NA,gbif,15.58,46.92,10.011538461538464,78.23076923076923,351,110,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,33,144,30,Cool Temperate Moist Cropland on Hills,#21901E,0.4691125
1365,Vespa crabro,CZ,NA,gbif,14.55,50.25,10.38846153846157,47.69230769230769,167,145,Cool Temperate,Dry,Cropland,Plains,Cool Temperate Dry,89,191,56,Cool Temperate Dry Cropland on Plains,#59BF38,0.6558
1366,Vespa crabro,DE,NA,gbif,13.41,51.23,10.642307692307725,45.15384615384615,118,110,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,33,144,30,Cool Temperate Moist Cropland on Hills,#21901E,0.45313749999999997
1370,Vespa crabro,DE,NA,gbif,8.8,49.64,9.603846153846176,76.46153846153847,324,97,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,6,64,0,Cool Temperate Moist Forest on Mountains,#064000,0.6878375
1379,Vespa crabro,NA,"59425 Unna-Mühlhausen, Deutschland",inat,7.73,51.54,10.803846153846166,64.92307692307692,88,110,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,33,144,30,Cool Temperate Moist Cropland on Hills,#21901E,0.6622083333333333
1382,Vespa crabro,NL,NA,gbif,5.8,51.95,11.034615384615392,66.6923076923077,8,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.6063000000000001
1386,Vespa crabro,NA,"Route des Taillades, Robion, Provence-Alpes-Côte d'Azur, FR",inat,5.1,43.84,14.965384615384608,42.84615384615385,209,173,Warm Temperate,Moist,Cropland,Mountains,Warm Temperate Moist,100,150,37,Warm Temperate Moist Cropland on Mountains,#649625,0.4669666666666667
1395,Vespa crabro,NA,"České Budějovice, CZ-CK, CZ",inat,14.71,48.84,8.973076923076917,66.53846153846153,475,110,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,33,144,30,Cool Temperate Moist Cropland on Hills,#21901E,0.6286208333333333
1397,Vespa crabro,NA,"41029 Sestola MO, Italia",inat,10.77,44.23,9.126923076923047,57.61538461538461,904,113,Cool Temperate,Moist,Settlement,Mountains,Cool Temperate Moist,61,67,0,Cool Temperate Moist Settlement on Mountains,#3D4300,0.68305
1401,Vespa crabro,DE,NA,gbif,9.69,52.61,10.603846153846176,49.15384615384615,38,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.42746666666666666
1406,Vespa crabro,DE,NA,gbif,11.7,48.28,9.573076923076997,69.84615384615384,469,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00,0.5861
1412,Vespa crabro,DE,NA,gbif,10.29,49.27,9.157692307692344,57.92307692307692,502,101,Cool Temperate,Moist,Forest,Tablelands,Cool Temperate Moist,71,89,181,Cool Temperate Moist Forest on Tablelands,#4759B5,0.3230125
1413,Vespa crabro,DE,NA,gbif,7.59,51.96,10.811538461538476,63.53846153846154,67,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.6960791666666667
1415,Vespa crabro,DE,NA,gbif,11.31,50.72,9.611538461538544,50.53846153846154,312,103,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,33,102,5,Cool Temperate Moist Cropland on Mountains,#216605,0.5756083333333333
1425,Vespa crabro,NL,NA,gbif,4.6,51.55,NA,NA,8,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.6542708333333334
1437,Vespa crabro,DE,NA,gbif,10,54.1,9.680769230769217,63,27,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.6968833333333333
1442,Vespa crabro,LU,NA,gbif,5.89,49.78,9.973076923076974,67.23076923076923,316,114,Cool Temperate,Moist,Grassland,Hills,Cool Temperate Moist,22,124,10,Cool Temperate Moist Grassland on Hills,#167C0A,0.7401958333333334
1445,Vespa crabro,NL,NA,gbif,5.08,51.65,11.150000000000093,66.76923076923077,14,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00,0.5373708333333334
1446,Vespa crabro,GB,NA,gbif,-0.28,50.94,11.411538461538557,61.69230769230769,5,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.42742083333333336
1448,Vespa crabro,NA,"Vlaams Brabant, Vlaanderen, BE",inat,4.21,50.88,11.296153846153912,59.61538461538461,46,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.5081333333333333
1450,Vespa crabro,FR,NA,gbif,5.16,45,12.26538461538462,81.6923076923077,317,173,Warm Temperate,Moist,Cropland,Mountains,Warm Temperate Moist,100,150,37,Warm Temperate Moist Cropland on Mountains,#649625,0.5826833333333333
1452,Vespa crabro,NL,NA,gbif,5.8,52.4,10.819230769230783,68.53846153846153,5,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.44719166666666665
1461,Vespa crabro,NL,NA,gbif,5.65,52,NA,NA,9,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.5303708333333333
1464,Vespa crabro,NA,"Daimlerstraße, Saarlouis, Saarland, DE",inat,6.75,49.32,11.288461538461547,66,186,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E,0.6681125
1465,Vespa crabro,DE,NA,gbif,7.34,50.86,10.834615384615404,71.76923076923077,188,101,Cool Temperate,Moist,Forest,Tablelands,Cool Temperate Moist,71,89,181,Cool Temperate Moist Forest on Tablelands,#4759B5,0.4681166666666667
1469,Vespa crabro,NL,NA,gbif,6.55,52.25,10.834615384615404,62.76923076923077,17,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.7018666666666666
1471,Vespa crabro,NA,"83580 Gassin, France",inat,6.56,43.23,16.71923076923082,52.23076923076923,96,176,Warm Temperate,Moist,Forest,Mountains,Warm Temperate Moist,49,105,3,Warm Temperate Moist Forest on Mountains,#316903,0.5696041666666667
1487,Vespa crabro,NL,NA,gbif,4.45,52.15,11.134615384615415,79.6923076923077,2,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.532375
1492,Vespa crabro,NA,"Seestetten Anw. Huber, Windorf, 94575 Windorf, Germany",inat,13.29,48.61,9.865384615384642,71.6923076923077,371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7091875
1498,Vespa crabro,AT,NA,gbif,15.94,47,9.88846153846157,73.46153846153847,343,110,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,33,144,30,Cool Temperate Moist Cropland on Hills,#21901E,0.60275
1500,Vespa crabro,SE,NA,gbif,12.24,58.97,8.02692307692314,71.46153846153847,120,105,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,2,99,1,Cool Temperate Moist Forest on Hills,#026301,0.646775
1501,Vespa crabro,NA,"Poppendorf, Österreich",inat,15.86,46.87,NA,NA,325,97,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,6,64,0,Cool Temperate Moist Forest on Mountains,#064000,0.6190416666666667
1507,Vespa crabro,DE,NA,gbif,8.81,50.81,9.419230769230808,56.23076923076923,309,102,Cool Temperate,Moist,Cropland,Tablelands,Cool Temperate Moist,99,97,160,Cool Temperate Moist Cropland on Tablelands,#6361A0,0.7071958333333334
1508,Vespa crabro,DE,NA,gbif,8.52,52.24,10.434615384615428,63.84615384615385,112,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E,0.5272125
1517,Vespa crabro,NL,NA,gbif,5.5,51.95,NA,NA,2,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.5637583333333334
1522,Vespa crabro,PL,NA,gbif,20.98,52.22,9.257692307692366,61.46153846153846,113,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.5992708333333333
1531,Vespa crabro,ES,NA,gbif,-5.21,43.42,13.165384615384596,131.3846153846154,398,176,Warm Temperate,Moist,Forest,Mountains,Warm Temperate Moist,49,105,3,Warm Temperate Moist Forest on Mountains,#316903,0.6500333333333334
1557,Vespa crabro,PL,NA,gbif,15.54,50.83,NA,NA,628,97,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,6,64,0,Cool Temperate Moist Forest on Mountains,#064000,0.41138749999999996
1559,Vespa crabro,DE,NA,gbif,11.32,52.91,10.357692307692332,44.84615384615385,28,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.5871
1561,Vespa crabro,PT,NA,gbif,-9.17,38.74,16.119230769230796,40.38461538461539,100,169,Warm Temperate,Moist,Settlement,Hills,Warm Temperate Moist,136,158,52,Warm Temperate Moist Settlement on Hills,#889E34,0.6244208333333333
1562,Vespa crabro,NA,"Case Sparse Cegliolo, Cortona, Tuscany, IT",inat,11.97,43.3,12.803846153846166,103.6923076923077,557,173,Warm Temperate,Moist,Cropland,Mountains,Warm Temperate Moist,100,150,37,Warm Temperate Moist Cropland on Mountains,#649625,0.6884083333333333
1565,Vespa crabro,CH,NA,gbif,8.37,47.33,11.003846153846156,89.07692307692308,500,103,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,33,102,5,Cool Temperate Moist Cropland on Mountains,#216605,0.6526916666666667
1569,Vespa crabro,DE,NA,gbif,9.95,51.55,9.803846153846225,55.84615384615385,206,113,Cool Temperate,Moist,Settlement,Mountains,Cool Temperate Moist,61,67,0,Cool Temperate Moist Settlement on Mountains,#3D4300,0.5229583333333333
1584,Vespa crabro,NL,NA,gbif,5.75,51.65,11.173076923076906,62.76923076923077,18,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.4354166666666667
1585,Vespa crabro,DE,NA,gbif,9.91,53.13,9.973076923076915,58.15384615384615,94,106,Cool Temperate,Moist,Shrubland,Hills,Cool Temperate Moist,23,123,2,Cool Temperate Moist Shrubland on Hills,#177B02,0.4209791666666667
1602,Vespa crabro,GB,NA,gbif,-2.18,51.42,NA,NA,94,110,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,33,144,30,Cool Temperate Moist Cropland on Hills,#21901E,0.5574041666666667
1603,Vespa crabro,NL,NA,gbif,5,52.2,10.89615384615388,74.92307692307692,-1,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.6147208333333333
1609,Vespa crabro,NA,"Periam, Timiş, RO",inat,20.91,46.07,11.57307692307694,44,91,189,Warm Temperate,Dry,Grassland,Plains,Warm Temperate Dry,137,208,66,Warm Temperate Dry Grassland on Plains,#89D042,0.6841083333333333
1612,Vespa crabro,DE,NA,gbif,7.69,53.47,9.996153846153902,66.84615384615384,9,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.6307333333333334
1614,Vespa crabro,RS,NA,gbif,20.04,45.55,12.19615384615389,53.53846153846154,71,187,Warm Temperate,Dry,Cropland,Plains,Warm Temperate Dry,155,228,99,Warm Temperate Dry Cropland on Plains,#9BE463,0.39045416666666666
1624,Vespa crabro,CZ,NA,gbif,16.54,50.03,7.919230769230808,83.84615384615384,460,103,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,33,102,5,Cool Temperate Moist Cropland on Mountains,#216605,0.5612833333333334
1627,Vespa crabro,NA,"Schinveld, Nederland",inat,6.03,50.98,11.396153846153824,59.07692307692308,71,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.5098708333333333
1630,Vespa crabro,HU,NA,gbif,19.29,47.62,10.842307692307712,48.92307692307692,189,146,Cool Temperate,Dry,Cropland,Hills,Cool Temperate Dry,97,186,84,Cool Temperate Dry Cropland on Hills,#61BA54,0.6226125
1634,Vespa crabro,NA,"Kolozsmonostor, Kolozsvár, Románia",inat,23.55,46.75,9.23461538461538,50.23076923076923,431,97,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,6,64,0,Cool Temperate Moist Forest on Mountains,#064000,0.6526375
1636,Vespa crabro,NL,NA,gbif,3.85,51.25,NA,NA,1,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.5720416666666667
1638,Vespa crabro,AT,NA,gbif,14.09,46.53,10.019230769230774,143.53846153846155,561,107,Cool Temperate,Moist,Grassland,Mountains,Cool Temperate Moist,26,83,0,Cool Temperate Moist Grassland on Mountains,#1A5300,0.5959291666666666
1639,Vespa crabro,NL,NA,gbif,6.2,52.1,NA,NA,7,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.608675
1651,Vespa crabro,NA,"Václavice, Hrádek nad Nisou, Liberec, CZ",inat,14.94,50.85,8.465384615384608,73.38461538461539,353,103,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,33,102,5,Cool Temperate Moist Cropland on Mountains,#216605,0.6798875
1656,Vespa crabro,DE,NA,gbif,9.59,48.93,9.050000000000011,73.23076923076923,500,101,Cool Temperate,Moist,Forest,Tablelands,Cool Temperate Moist,71,89,181,Cool Temperate Moist Forest on Tablelands,#4759B5,0.6999875
1658,Vespa crabro,NA,"Stackpool Road, Bristol, England, GB",inat,-2.61,51.44,10.996153846153902,84.3076923076923,37,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E,0.6248666666666667
1666,Vespa crabro,NA,"Charles de Gaulle, 69160 Tassin-la-Demi-Lune, France",inat,4.78,45.76,13.142307692307782,58.84615384615385,238,169,Warm Temperate,Moist,Settlement,Hills,Warm Temperate Moist,136,158,52,Warm Temperate Moist Settlement on Hills,#889E34,0.5111
1670,Vespa crabro,AT,NA,gbif,15.89,46.79,10.68846153846158,71.46153846153847,287,103,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,33,102,5,Cool Temperate Moist Cropland on Mountains,#216605,0.5738208333333333
1673,Vespa crabro,DE,NA,gbif,11.54,49.43,8.71153846153851,59.15384615384615,527,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E,0.5712125
1690,Vespa crabro,AT,NA,gbif,13.73,47.77,9.296153846153857,117.46153846153848,744,97,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,6,64,0,Cool Temperate Moist Forest on Mountains,#064000,0.5294833333333333
1695,Vespa crabro,AT,NA,gbif,16.37,48.14,10.996153846153902,56.15384615384615,198,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.5129375
1697,Vespa crabro,NL,NA,gbif,5.75,51.75,NA,NA,8,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.3793666666666667
1706,Vespa crabro,NL,NA,gbif,6.4,53.1,10.173076923076906,73.07692307692308,5,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.5292083333333333
1708,Vespa crabro,NL,NA,gbif,5.7,50.75,11.442307692307736,59,63,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E,0.6300958333333333
1716,Vespa crabro,NA,"Klea Avenue, London, England, GB",inat,-0.14,51.46,11.103846153846176,62.53846153846154,19,161,Warm Temperate,Moist,Settlement,Plains,Warm Temperate Moist,163,170,28,Warm Temperate Moist Settlement on Plains,#A3AA1C,0.6209208333333334
1727,Vespa crabro,NL,NA,gbif,3.95,51.6,11.41153846153844,68,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7342166666666666
