occurrence_id,species,countryCode,location,source,longitude,latitude,tas_mean_c,prec_mean_annual,elevation_m,ecosystem_code,Temperatur,Moisture,Landcover,Landforms,Climate_Re,Red,Green,Blue,W_Ecosystm,color,NDVI
710,Vespa crabro,NA,"Drežnik Grad, Croazia",inat,15.67,44.94,1.0213375091552734,1293,394,103,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,33,102,5,Cool Temperate Moist Cropland on Mountains,#216605,0.5584208333333334
711,Vespa crabro,NA,"Castellón, España",inat,-0.1,40.44,1.154587459564209,496,1089,107,Cool Temperate,Moist,Grassland,Mountains,Cool Temperate Moist,26,83,0,Cool Temperate Moist Grassland on Mountains,#1A5300,0.2262125
712,Vespa crabro,NA,"Pola De Lena/La Pola, Pola de Lena, 33630 Lena, Asturias, España",inat,-5.83,43.16,0.9599843978881836,1009,453,172,Warm Temperate,Moist,Settlement,Mountains,Warm Temperate Moist,105,89,18,Warm Temperate Moist Settlement on Mountains,#695912,0.44864166666666666
714,Vespa crabro,DE,NA,gbif,6.17,50.75,0.9189249992370604,871,243,114,Cool Temperate,Moist,Grassland,Hills,Cool Temperate Moist,22,124,10,Cool Temperate Moist Grassland on Hills,#167C0A,0.6471458333333333
722,Vespa crabro,DE,NA,gbif,7.48,51.62,0.9850656509399414,857,55,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00,0.5768875
724,Vespa crabro,NL,NA,gbif,6.2,52.2,0.9648281097412108,788,8,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.6316083333333333
726,Vespa crabro,NL,NA,gbif,5.4,51.4,0.9980051994323732,773,20,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.4588291666666667
744,Vespa crabro,NL,NA,gbif,5.9,51.75,0.9752073287963868,758,48,105,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,2,99,1,Cool Temperate Moist Forest on Hills,#026301,0.3230125
747,Vespa crabro,NL,NA,gbif,5.35,51.65,0.9877718925476074,767,6,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.74095
752,Vespa crabro,NL,NA,gbif,5.15,52,0.9610124588012696,776,1,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.6465291666666667
755,Vespa crabro,NL,NA,gbif,4.85,51.9,0.9609541893005372,800,-1,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.6223625
756,Vespa crabro,NA,"Schönbrunn, 1130 Wien, Österreich",inat,16.3,48.18,0.9368698120117188,598,209,97,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,6,64,0,Cool Temperate Moist Forest on Mountains,#064000,0.7285583333333333
757,Vespa crabro,GB,NA,gbif,-1.42,51.82,0.9933551788330078,646,108,110,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,33,144,30,Cool Temperate Moist Cropland on Hills,#21901E,0.42407083333333334
758,Vespa crabro,NA,"Botanischer Garten Frankfurt, Siesmayerstraße 72, 60323 Frankfurt am Main, Deutschland",inat,8.66,50.13,1.0215635299682615,620,118,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00,0.5671291666666667
765,Vespa crabro,NA,"Cochem-Zell, Rheinland-Pfalz, Germany",inat,7.16,50.15,0.8878832817077636,778,274,103,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,33,102,5,Cool Temperate Moist Cropland on Mountains,#216605,0.5806875
767,Vespa crabro,NA,"Bor, Česko",inat,12.78,49.73,0.7184083461761475,654,483,114,Cool Temperate,Moist,Grassland,Hills,Cool Temperate Moist,22,124,10,Cool Temperate Moist Grassland on Hills,#167C0A,0.6728125
774,Vespa crabro,AT,NA,gbif,9.83,47.15,0.3286812543869019,1525,730,113,Cool Temperate,Moist,Settlement,Mountains,Cool Temperate Moist,61,67,0,Cool Temperate Moist Settlement on Mountains,#3D4300,0.4306083333333333
775,Vespa crabro,IT,NA,gbif,8.64,45.87,1.0934072494506837,1199,259,173,Warm Temperate,Moist,Cropland,Mountains,Warm Temperate Moist,100,150,37,Warm Temperate Moist Cropland on Mountains,#649625,0.5373708333333334
779,Vespa crabro,DE,NA,gbif,6.93,51.68,0.9867343902587892,822,41,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.5580041666666666
785,Vespa crabro,DE,NA,gbif,11.16,49.53,0.8589104652404785,745,378,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E,0.7252958333333334
788,Vespa crabro,NA,"91 Wiesenthau, Deutschland",inat,11.16,49.71,0.8481552124023437,747,359,107,Cool Temperate,Moist,Grassland,Mountains,Cool Temperate Moist,26,83,0,Cool Temperate Moist Grassland on Mountains,#1A5300,0.6526375
789,Vespa crabro,NA,"Žitenice 604, 411 41 Žitenice, Česko",inat,14.16,50.55,0.8654885292053223,627,250,103,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,33,102,5,Cool Temperate Moist Cropland on Mountains,#216605,0.43025833333333335
791,Vespa crabro,NL,NA,gbif,4.65,51.9,0.9911375045776368,858,-2,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.7276916666666666
793,Vespa crabro,NA,"Gebze/Kocaeli, Türkiye",inat,29.53,41.01,1.3350114822387695,830,239,180,Warm Temperate,Moist,Forest,Tablelands,Warm Temperate Moist,69,72,136,Warm Temperate Moist Forest on Tablelands,#454888,0.4981541666666667
794,Vespa crabro,NA,"Am Ried, 78315 Radolfzell am Bodensee, Deutschland",inat,9,47.77,0.8956812858581543,876,507,103,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,33,102,5,Cool Temperate Moist Cropland on Mountains,#216605,0.6542708333333334
797,Vespa crabro,IT,NA,gbif,10.25,45.52,1.1451041221618652,856,201,161,Warm Temperate,Moist,Settlement,Plains,Warm Temperate Moist,163,170,28,Warm Temperate Moist Settlement on Plains,#A3AA1C,0.6511125
814,Vespa crabro,GB,NA,gbif,-0.07,51.43,1.0485145568847656,661,63,177,Warm Temperate,Moist,Settlement,Tablelands,Warm Temperate Moist,62,63,152,Warm Temperate Moist Settlement on Tablelands,#3E3F98,0.46992083333333334
821,Vespa crabro,IT,NA,gbif,10.49,44.58,1.151988506317139,1049,419,171,Warm Temperate,Moist,Grassland,Mountains,Warm Temperate Moist,86,129,14,Warm Temperate Moist Grassland on Mountains,#56810E,0.5696041666666667
822,Vespa crabro,NL,NA,gbif,6.2,52.25,0.9648281097412108,788,7,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.4815625
827,Vespa crabro,NA,"Via Roma, Revine Lago, Veneto, IT",inat,12.26,46,1.2267666816711429,975,412,173,Warm Temperate,Moist,Cropland,Mountains,Warm Temperate Moist,100,150,37,Warm Temperate Moist Cropland on Mountains,#649625,0.7011416666666667
831,Vespa crabro,DE,NA,gbif,7.18,51.26,0.8812573432922364,1153,249,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E,0.6960791666666667
840,Vespa crabro,FR,NA,gbif,-3.54,48.62,1.08183650970459,1058,108,168,Warm Temperate,Moist,Cropland,Hills,Warm Temperate Moist,112,198,86,Warm Temperate Moist Cropland on Hills,#70C656,0.4935666666666667
844,Vespa crabro,NL,NA,gbif,3.95,51.2,1.0390030860900878,773,3,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.48787916666666664
846,Vespa crabro,NA,"00166 Roma RM, Italia",inat,12.29,41.88,1.545767116546631,536,48,166,Warm Temperate,Moist,Forest,Plains,Warm Temperate Moist,45,158,6,Warm Temperate Moist Forest on Plains,#2D9E06,0.49291666666666667
847,Vespa crabro,DE,NA,gbif,7.03,50.71,1.0298375129699706,717,121,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E,0.5238583333333333
848,Vespa crabro,RO,NA,gbif,24.14,45.78,0.8117541313171387,649,437,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E,0.6872625
850,Vespa crabro,NA,"Eure, Haute-Normandie, FR",inat,0.86,48.96,1.0121155738830567,679,169,105,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,2,99,1,Cool Temperate Moist Forest on Hills,#026301,0.686925
856,Vespa crabro,NA,"Schönholzer Straße, Berlin, DE",inat,13.4,52.57,0.9484271049499512,572,47,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.42742083333333336
859,Vespa crabro,DE,NA,gbif,6.92,51.36,1.0297656059265137,883,97,105,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,2,99,1,Cool Temperate Moist Forest on Hills,#026301,0.5129375
860,Vespa crabro,NL,NA,gbif,5.05,51.55,0.9860114097595216,794,16,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.5843833333333334
872,Vespa crabro,GB,NA,gbif,-1.47,51.01,0.99877290725708,749,42,114,Cool Temperate,Moist,Grassland,Hills,Cool Temperate Moist,22,124,10,Cool Temperate Moist Grassland on Hills,#167C0A,0.6884083333333333
873,Vespa crabro,NA,"Dabas, 2370 Dabas, Kossuth utca 5/a, 2370 Hungary",inat,19.31,47.19,1.0521187782287598,510,100,187,Warm Temperate,Dry,Cropland,Plains,Warm Temperate Dry,155,228,99,Warm Temperate Dry Cropland on Plains,#9BE463,0.6049166666666667
876,Vespa crabro,NL,NA,gbif,6.05,53.25,0.907870864868164,828,-1,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.5357916666666667
878,Vespa crabro,DE,NA,gbif,13.62,52.33,0.8976739883422852,549,48,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.509
879,Vespa crabro,DE,NA,gbif,6.19,50.91,0.9941916465759276,748,126,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.5975125
886,Vespa crabro,NL,NA,gbif,4,51.3,1.0351354598999023,797,-8,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.42312083333333333
891,Vespa crabro,NL,NA,gbif,5.9,51.95,0.9808792114257812,791,6,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.7065125
898,Vespa crabro,BE,NA,gbif,3.37,51.03,1.0276729583740234,812,18,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.4251833333333333
904,Vespa crabro,NA,"Seujet, Genève, Suisse",inat,6.13,46.2,0.973855209350586,1039,407,113,Cool Temperate,Moist,Settlement,Mountains,Cool Temperate Moist,61,67,0,Cool Temperate Moist Settlement on Mountains,#3D4300,0.6557
905,Vespa crabro,NA,"TIVOLI | Piazza Garibaldi (Villa d'Este) # f11836, 00019 Tivoli RM, Италия",inat,12.8,41.96,1.5321395874023438,843,239,172,Warm Temperate,Moist,Settlement,Mountains,Warm Temperate Moist,105,89,18,Warm Temperate Moist Settlement on Mountains,#695912,0.5236791666666667
919,Vespa crabro,NL,NA,gbif,5.95,51.45,0.9843155860900878,737,31,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.6086583333333333
920,Vespa crabro,NL,NA,gbif,6.45,53.1,0.8974020957946778,835,5,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.5642583333333333
923,Vespa crabro,HR,NA,gbif,16.56,46.22,1.031236457824707,812,235,97,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,6,64,0,Cool Temperate Moist Forest on Mountains,#064000,0.5122166666666667
924,Vespa crabro,NA,"Ranica Europa 4, 24020 Ranica BG, Italia",inat,9.71,45.73,1.0968093872070312,1017,376,172,Warm Temperate,Moist,Settlement,Mountains,Warm Temperate Moist,105,89,18,Warm Temperate Moist Settlement on Mountains,#695912,0.5459833333333334
926,Vespa crabro,DE,NA,gbif,7.2,51.51,0.9944573402404784,888,66,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E,0.5969125
928,Vespa crabro,NL,NA,gbif,4.5,52.05,0.96343231201171875,842,-4,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.4669666666666667
929,Vespa crabro,AT,NA,gbif,11.47,47.09,0.4237437248229981,1009,1273,107,Cool Temperate,Moist,Grassland,Mountains,Cool Temperate Moist,26,83,0,Cool Temperate Moist Grassland on Mountains,#1A5300,0.7191125
930,Vespa crabro,NA,"Turkey Road, Bexhill-On-Sea, England, GB",inat,0.46,50.86,1.022257137298584,790,26,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E,0.6248666666666667
931,Vespa crabro,NL,NA,gbif,5.65,51.65,0.9889708518981932,754,17,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.6378041666666666
932,Vespa crabro,NA,"Dillenburg Mittelfeld, 35683 Dillenburg, Deutschland",inat,8.29,50.73,0.8186979293823242,893,289,113,Cool Temperate,Moist,Settlement,Mountains,Cool Temperate Moist,61,67,0,Cool Temperate Moist Settlement on Mountains,#3D4300,0.48185416666666664
938,Vespa crabro,NL,NA,gbif,4.5,52.25,0.9717395782470704,824,2,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.5021333333333333
944,Vespa crabro,NL,NA,gbif,4.8,51.65,1.0014093399047852,815,2,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.6470041666666667
945,Vespa crabro,AT,NA,gbif,16.78,47.95,1.0081208229064942,586,119,110,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,33,144,30,Cool Temperate Moist Cropland on Hills,#21901E,0.5013208333333333
946,Vespa crabro,NA,"Heinzelstraße, Görlitz, Saxony, DE",inat,14.98,51.14,0.8464781761169433,676,213,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E,0.5433125
950,Vespa crabro,DE,NA,gbif,9.36,50.3,0.8309926986694336,962,234,107,Cool Temperate,Moist,Grassland,Mountains,Cool Temperate Moist,26,83,0,Cool Temperate Moist Grassland on Mountains,#1A5300,0.5360833333333334
953,Vespa crabro,NA,"Thames Meadow, Shepperton, England, GB",inat,-0.44,51.39,1.0744176864624024,608,18,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.6622083333333333
956,Vespa crabro,NA,"Chulmleigh EX18, UK",inat,-3.87,50.91,0.9922687530517578,1121,114,114,Cool Temperate,Moist,Grassland,Hills,Cool Temperate Moist,22,124,10,Cool Temperate Moist Grassland on Hills,#167C0A,0.7678041666666666
957,Vespa crabro,NA,"Southwest Finland, FI-LS, FI",inat,22.71,60.17,0.5199013233184815,677,28,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00,0.6063000000000001
960,Vespa crabro,FR,NA,gbif,-0.12,48.42,1.037557315826416,771,218,164,Warm Temperate,Moist,Grassland,Hills,Warm Temperate Moist,86,172,49,Warm Temperate Moist Grassland on Hills,#56AC31,0.6300958333333333
981,Vespa crabro,NA,"Poppendorf, Österreich",inat,15.86,46.87,0.9042864799499511,829,325,97,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,6,64,0,Cool Temperate Moist Forest on Mountains,#064000,0.5372416666666666
983,Vespa crabro,NA,"Oltre il Colle - via roma, 60, 24013 Oltre Il Colle BG, Italia",inat,9.77,45.89,0.6378854274749756,908,1241,97,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,6,64,0,Cool Temperate Moist Forest on Mountains,#064000,0.512025
985,Vespa crabro,NL,NA,gbif,4.65,51.8,0.9967260360717772,816,0,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.5950083333333334
986,Vespa crabro,NL,NA,gbif,6.05,52.75,0.9534812927246094,811,-4,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.539875
987,Vespa crabro,NA,"Bannau Brycheiniog National Park, Crickhowell, Wales, GB",inat,-3.17,51.86,0.8880072593688965,1247,249,107,Cool Temperate,Moist,Grassland,Mountains,Cool Temperate Moist,26,83,0,Cool Temperate Moist Grassland on Mountains,#1A5300,0.5801708333333333
988,Vespa crabro,NA,"Zeebrugge, Bruges, Belgium",inat,3.21,51.28,1.029801559448242,783,3,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.42965416666666667
989,Vespa crabro,DE,NA,gbif,8.6,53.59,0.920223331451416,726,6,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.6408
990,Vespa crabro,NL,NA,gbif,5.45,51.85,0.9671229362487792,780,3,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.6798875
993,Vespa crabro,HU,NA,gbif,20.44,48.04,0.79508957862854,594,658,97,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,6,64,0,Cool Temperate Moist Forest on Mountains,#064000,0.4519458333333333
995,Vespa crabro,DE,NA,gbif,10.64,51.12,0.840106201171875,646,191,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E,0.47394166666666665
1006,Vespa crabro,NL,NA,gbif,4.6,51.9,0.9911375045776368,858,0,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.6308625
1011,Vespa crabro,NA,"Hundeauslaufzone, A22, 39051, 39051 Pfatten, Autonome Provinz Bozen - Südtirol, Italien",inat,11.26,46.45,0.9285968780517578,685,538,103,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,33,102,5,Cool Temperate Moist Cropland on Mountains,#216605,0.6529541666666667
1013,Vespa crabro,NL,NA,gbif,6.15,52.1,0.9595292091369628,817,10,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.6354083333333334
1014,Vespa crabro,NA,"Kenilworth Road, Solihull, England, GB",inat,-1.7,52.38,0.9318979263305665,715,106,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.40379583333333335
1016,Vespa crabro,DE,NA,gbif,7.19,50.7,0.968272876739502,827,111,97,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,6,64,0,Cool Temperate Moist Forest on Mountains,#064000,0.6883666666666667
1017,Vespa crabro,NA,"Sjælland, Karlslunde, Region Sjælland, DK",inat,12.23,55.57,0.8342547416687012,615,10,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.5826833333333333
1021,Vespa crabro,NA,"33010 Bordano UD, Italia",inat,13.11,46.31,1.1376708030700684,1603,360,173,Warm Temperate,Moist,Cropland,Mountains,Warm Temperate Moist,100,150,37,Warm Temperate Moist Cropland on Mountains,#649625,0.623425
1023,Vespa crabro,NA,"Θεσσαλία, Ελλάδα",inat,21.59,39.72,1.378056240081787,715,210,184,Warm Temperate,Dry,Cropland,Mountains,Warm Temperate Dry,141,179,80,Warm Temperate Dry Cropland on Mountains,#8DB350,0.40965
1029,Vespa crabro,NL,NA,gbif,4.6,51.55,1.0070833206176757,804,8,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.327125
1034,Vespa crabro,NA,"00060 Canale Monterano RM, Italia",inat,12.07,42.14,1.4577115058898926,255,318,173,Warm Temperate,Moist,Cropland,Mountains,Warm Temperate Moist,100,150,37,Warm Temperate Moist Cropland on Mountains,#649625,0.6968833333333333
1038,Vespa crabro,NA,"Fenn Street, Rochester, England, GB",inat,0.59,51.45,1.025844383239746,590,31,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.5098708333333333
1044,Vespa crabro,NL,NA,gbif,5.6,51.95,0.967956256866455,791,15,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00,0.5782166666666667
1047,Vespa crabro,FR,NA,gbif,-1.5,48.08,1.1285624504089355,751,69,166,Warm Temperate,Moist,Forest,Plains,Warm Temperate Moist,45,158,6,Warm Temperate Moist Forest on Plains,#2D9E06,0.7284166666666666
1054,Vespa crabro,DE,NA,gbif,11.89,54.11,0.852837085723877,609,34,110,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,33,144,30,Cool Temperate Moist Cropland on Hills,#21901E,0.68975
1060,Vespa crabro,NA,"Wiesbaden, Hessen, Germany",inat,8.29,50.11,0.9595843315124511,653,278,103,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,33,102,5,Cool Temperate Moist Cropland on Mountains,#216605,0.5871
1063,Vespa crabro,NA,"Soimi, Románia",inat,22.13,46.68,1.007827091217041,599,209,97,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,6,64,0,Cool Temperate Moist Forest on Mountains,#064000,0.7206083333333333
1065,Vespa crabro,DE,NA,gbif,8.23,49.1,1.0336833000183103,748,121,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00,0.5909083333333334
1072,Vespa crabro,NL,NA,gbif,5.15,51.95,0.9610124588012696,776,-7,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.7325208333333333
1075,Vespa crabro,IT,NA,gbif,11.8,45.67,1.2566499710083008,984,52,160,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,105,207,54,Warm Temperate Moist Cropland on Plains,#69CF36,0.5478833333333333
1076,Vespa crabro,NA,"Rue de Bâle, Geispolsheim, Grand Est, FR",inat,7.68,48.52,1.061342716217041,735,143,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.45048333333333335
1078,Vespa crabro,FR,NA,gbif,-0.12,49.04,1.1221447944641114,715,55,168,Warm Temperate,Moist,Cropland,Hills,Warm Temperate Moist,112,198,86,Warm Temperate Moist Cropland on Hills,#70C656,0.6332875
1079,Vespa crabro,DE,NA,gbif,8.58,50.01,1.0215635299682615,620,106,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.4958125
1081,Vespa crabro,NL,NA,gbif,6.2,52.15,0.9676468849182128,789,7,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.46974166666666667
1083,Vespa crabro,NA,"Hohenzollerndamm, Berlin, Berlin, DE",inat,13.32,52.49,0.919979190826416,558,43,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.6557208333333333
1088,Vespa crabro,NL,NA,gbif,4.9,52.3,0.9645885467529296,826,1,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.3977291666666667
1098,Vespa crabro,PL,NA,gbif,16.66,52.26,0.8341562271118164,514,84,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.6244208333333333
1107,Vespa crabro,NL,NA,gbif,4.6,52.35,0.9709492683410644,828,7,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.7338041666666667
1108,Vespa crabro,DE,NA,gbif,8.27,48.97,1.03507604598999,871,108,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.44955
1109,Vespa crabro,NA,"Chemin du Ramierou, Montauban, Occitanie, FR",inat,1.39,44.02,1.2861332893371582,741,108,168,Warm Temperate,Moist,Cropland,Hills,Warm Temperate Moist,112,198,86,Warm Temperate Moist Cropland on Hills,#70C656,0.5959291666666666
1113,Vespa crabro,NA,"Fulbrook, Burford OX18 4DB, UK",inat,-1.6,51.82,0.9750781059265136,663,153,102,Cool Temperate,Moist,Cropland,Tablelands,Cool Temperate Moist,99,97,160,Cool Temperate Moist Cropland on Tablelands,#6361A0,0.363975
1115,Vespa crabro,NL,NA,gbif,5.85,51.05,1.0099031448364255,731,31,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.739175
1118,Vespa crabro,NL,NA,gbif,6.45,52.35,0.9452625274658204,791,26,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00,0.5260874999999999
1120,Vespa crabro,DE,NA,gbif,7.07,51.6,1.0221354484558105,872,78,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E,0.36469166666666664
1124,Vespa crabro,FR,NA,gbif,7.7,48.57,1.061342716217041,735,141,161,Warm Temperate,Moist,Settlement,Plains,Warm Temperate Moist,163,170,28,Warm Temperate Moist Settlement on Plains,#A3AA1C,0.5111
1128,Vespa crabro,NA,"Koburger Straße, Leipzig, Saxony, DE",inat,12.37,51.3,0.9444021224975586,567,116,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00,0.6866791666666666
