occurrence_id,species,countryCode,location,source,longitude,latitude,tas_mean_c,prec_mean_annual,elevation_m,ecosystem_code,Temperatur,Moisture,Landcover,Landforms,Climate_Re,Red,Green,Blue,W_Ecosystm,color,NDVI
6,Vespa crabro,NA,"Hoofdweg, Loenen, Gelderland, NL",inat,6.03,52.13,0.9595292091369628,817,20,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.6200041666666667
8,Vespa crabro,NA,"07 Hainspitz, Deutschland",inat,11.83,50.96,0.8699322700500488,641,304,110,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,33,144,30,Cool Temperate Moist Cropland on Hills,#21901E,0.3388125
10,Vespa crabro,NA,"Roecklplatz, 80469 München, Deutschland",inat,11.57,48.12,0.8841385841369629,1006,526,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.4343416666666667
11,Vespa crabro,NA,"Timișoara, Romania",inat,21.26,45.78,1.0678229331970217,589,94,195,Warm Temperate,Dry,Forest,Plains,Warm Temperate Dry,94,186,42,Warm Temperate Dry Forest on Plains,#5EBA2A,0.6926916666666667
13,Vespa crabro,NL,NA,gbif,3.8,51.2,1.0463364601135254,769,6,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.5540041666666666
16,Vespa crabro,NA,"Bergivaux, 57130 Ancy-Dornot, France",inat,6.05,49.05,0.989382266998291,773,254,105,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,2,99,1,Cool Temperate Moist Forest on Hills,#026301,0.5396541666666667
19,Vespa crabro,GB,NA,gbif,-1.33,50.92,1.0439030647277832,782,51,166,Warm Temperate,Moist,Forest,Plains,Warm Temperate Moist,45,158,6,Warm Temperate Moist Forest on Plains,#2D9E06,0.39864166666666667
24,Vespa crabro,NL,NA,gbif,5.65,51.2,0.9874073028564452,732,35,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.5893625
26,Vespa crabro,NL,NA,gbif,5.9,52.2,0.9391374588012696,876,62,105,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,2,99,1,Cool Temperate Moist Forest on Hills,#026301,0.6555541666666667
31,Vespa crabro,FR,NA,gbif,-0.61,43.17,1.3609167098999024,1260,243,172,Warm Temperate,Moist,Settlement,Mountains,Warm Temperate Moist,105,89,18,Warm Temperate Moist Settlement on Mountains,#695912,0.6873416666666666
34,Vespa crabro,CZ,NA,gbif,14.27,50,0.8207864761352539,525,363,102,Cool Temperate,Moist,Cropland,Tablelands,Cool Temperate Moist,99,97,160,Cool Temperate Moist Cropland on Tablelands,#6361A0,0.6085416666666666
37,Vespa crabro,NA,"23018 Talamona SO, Italia",inat,9.63,46.14,0.6013031005859375,1022,664,171,Warm Temperate,Moist,Grassland,Mountains,Warm Temperate Moist,86,129,14,Warm Temperate Moist Grassland on Mountains,#56810E,0.7923541666666667
38,Vespa crabro,NA,"Eure, Haute-Normandie, FR",inat,0.97,48.91,1.0121155738830567,679,175,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.3200625
39,Vespa crabro,NA,"Bad Wilsnacker Straße, Bad Wilsnack, Brandenburg, DE",inat,11.86,52.96,0.9347749710083008,573,24,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.3557
40,Vespa crabro,NL,NA,gbif,6.2,52.65,0.9588500022888184,798,-4,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.49435
41,Vespa crabro,NA,Hünxe,inat,6.74,51.66,1.0405062675476071,802,34,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.5614166666666667
48,Vespa crabro,DE,NA,gbif,6.1,50.78,0.9450010299682616,907,169,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E,0.39045416666666666
49,Vespa crabro,NL,NA,gbif,4.65,51.8,0.9967260360717772,816,0,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.5671791666666667
52,Vespa crabro,DE,NA,gbif,6.23,50.79,0.9189249992370604,871,206,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E,0.5350708333333333
61,Vespa crabro,DE,NA,gbif,8.9,50.1,1.0042031288146973,698,112,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.7399666666666667
64,Vespa crabro,NL,NA,gbif,5.1,51.6,0.9860114097595216,794,12,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.5303708333333333
69,Vespa crabro,NL,NA,gbif,3.95,51.25,1.0390030860900878,773,-1,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.5648416666666667
72,Vespa crabro,DE,NA,gbif,13.38,52.48,0.9307083129882812,555,44,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.6384541666666667
76,Vespa crabro,NL,NA,gbif,6.1,52.05,0.9595292091369628,817,19,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E,0.4553916666666667
78,Vespa crabro,NA,"Leipzig 2, DE-SN, DE",inat,12.35,51.29,0.9444021224975586,567,115,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00,0.47488749999999996
80,Vespa crabro,NA,"Royston, England, GB",inat,-0.03,52.15,0.963223934173584,596,49,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.6767833333333333
81,Vespa crabro,NA,"Schlosspark Neuhardenberg, Neuhardenberg, Brandenburg, DE",inat,14.24,52.59,0.907563591003418,511,20,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.6454541666666667
83,Vespa crabro,NL,NA,gbif,4.5,51.55,1.0070833206176757,804,5,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.4984166666666667
84,Vespa crabro,NA,"Broxbourne EN10 7QZ, UK",inat,-0.06,51.74,0.9853885650634766,626,77,114,Cool Temperate,Moist,Grassland,Hills,Cool Temperate Moist,22,124,10,Cool Temperate Moist Grassland on Hills,#167C0A,0.52275
90,Vespa crabro,NA,"24558 Henstedt-Ulzburg-Rhen, Deutschland",inat,9.99,53.76,0.8610062599182129,802,36,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.6944458333333333
94,Vespa crabro,NA,"Schinveld, Nederland",inat,6.03,50.98,0.990902042388916,782,71,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.34092916666666667
95,Vespa crabro,FR,NA,gbif,0.99,46.77,1.156583309173584,704,106,160,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,105,207,54,Warm Temperate Moist Cropland on Plains,#69CF36,0.5177833333333334
106,Vespa crabro,NL,NA,gbif,5.65,51.95,0.967956256866455,791,7,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.5548791666666667
108,Vespa crabro,NL,NA,gbif,4.4,51.75,0.9891593933105468,812,-1,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.4561
115,Vespa crabro,NL,NA,gbif,4.6,51.85,0.9911375045776368,858,-1,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.5562375
117,Vespa crabro,NA,"Ramsey Road, Upwood, Huntingdon PE26 2QE, UK",inat,-0.15,52.43,0.9901614189147948,542,10,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.5175375
119,Vespa crabro,NL,NA,gbif,3.8,51.45,1.0380054473876954,782,-8,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.5197958333333333
121,Vespa crabro,DE,NA,gbif,11.19,48.17,0.8284781455993653,908,554,105,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,2,99,1,Cool Temperate Moist Forest on Hills,#026301,0.58685
127,Vespa crabro,NL,NA,gbif,4.75,51.55,1.0014093399047852,815,7,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.5930541666666667
134,Vespa crabro,NA,"Audun-le-Tiche, Grand Est, FR",inat,5.97,49.48,0.8908905982971191,934,358,105,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,2,99,1,Cool Temperate Moist Forest on Hills,#026301,0.5631916666666666
137,Vespa crabro,NA,"Vámosszabadi, Szabadi u. 18, 9061 Magyarország",inat,17.65,47.75,1.024997901916504,538,108,157,Cool Temperate,Dry,Settlement,Plains,Cool Temperate Dry,140,163,40,Cool Temperate Dry Settlement on Plains,#8CA328,0.5229583333333333
141,Vespa crabro,NA,"38049 Altopiano della Vigolana TN, Italia",inat,11.2,46.02,0.8804041862487793,638,920,97,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,6,64,0,Cool Temperate Moist Forest on Mountains,#064000,0.42746666666666666
151,Vespa crabro,NA,"12349 Berlin-Bezirk Neukölln, Deutschland",inat,13.43,52.43,0.9307083129882812,555,45,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.7108958333333333
153,Vespa crabro,IT,NA,gbif,12.6,42.22,1.4798155784606934,520,114,173,Warm Temperate,Moist,Cropland,Mountains,Warm Temperate Moist,100,150,37,Warm Temperate Moist Cropland on Mountains,#649625,0.5973708333333333
155,Vespa crabro,NA,"2049 Ochusha, Bulgaria",inat,23.73,42.39,0.9139552116394044,613,816,97,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,6,64,0,Cool Temperate Moist Forest on Mountains,#064000,0.4751416666666667
160,Vespa crabro,DE,NA,gbif,8.66,52.16,0.942315673828125,833,86,105,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,2,99,1,Cool Temperate Moist Forest on Hills,#026301,0.6108291666666666
162,Vespa crabro,DE,NA,gbif,6.38,51.51,1.006418800354004,737,27,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.6544416666666667
163,Vespa crabro,NL,NA,gbif,6.65,52.25,0.9446489334106444,791,12,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.6354083333333334
165,Vespa crabro,NA,"Veneto, IT",inat,12.22,45.76,1.2987531661987304,921,51,160,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,105,207,54,Warm Temperate Moist Cropland on Plains,#69CF36,0.6491583333333333
166,Vespa crabro,NL,NA,gbif,4.2,51.85,0.984907341003418,832,-3,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.7158208333333334
168,Vespa crabro,NA,"Zichyújfalu, 8112 Magyarország",inat,18.67,47.15,1.0808395385742189,527,122,195,Warm Temperate,Dry,Forest,Plains,Warm Temperate Dry,94,186,42,Warm Temperate Dry Forest on Plains,#5EBA2A,0.7284166666666666
170,Vespa crabro,NL,NA,gbif,5.1,52.1,0.9803396224975586,797,4,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.5969458333333333
177,Vespa crabro,NL,NA,gbif,5.45,51.35,0.9980051994323732,773,25,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.6341708333333334
185,Vespa crabro,PL,NA,gbif,14.64,52.32,0.9103958129882812,544,64,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00,0.5292083333333333
186,Vespa crabro,NA,"Esplanade, Berlin, Berlin, DE",inat,13.4,52.56,0.9484271049499512,572,50,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.6381958333333333
189,Vespa crabro,AT,NA,gbif,13.31,46.88,0.2589197874069214,1463,1044,107,Cool Temperate,Moist,Grassland,Mountains,Cool Temperate Moist,26,83,0,Cool Temperate Moist Grassland on Mountains,#1A5300,0.4681166666666667
190,Vespa crabro,NA,"Mayfield TN20 6RJ, UK",inat,0.29,51.02,0.9762770652770996,794,73,114,Cool Temperate,Moist,Grassland,Hills,Cool Temperate Moist,22,124,10,Cool Temperate Moist Grassland on Hills,#167C0A,0.6526916666666667
191,Vespa crabro,NA,"Plav, Montenegro",inat,19.9,42.63,0.585503101348877,1051,1344,97,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,6,64,0,Cool Temperate Moist Forest on Mountains,#064000,0.6454541666666667
193,Vespa crabro,NA,"Didcot OX11 9GF, UK",inat,-1.22,51.62,0.9953374862670898,682,57,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.512725
195,Vespa crabro,NL,NA,gbif,6.5,52.8,0.9194552421569824,821,14,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.6519083333333333
196,Vespa crabro,NL,NA,gbif,5.2,52.25,0.9507135391235352,827,16,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00,0.4915083333333333
200,Vespa crabro,NL,NA,gbif,6,52.1,0.9595292091369628,817,56,105,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,2,99,1,Cool Temperate Moist Forest on Hills,#026301,0.6612166666666667
201,Vespa crabro,GB,NA,gbif,-0.5,51.37,1.0744176864624024,608,15,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.6555541666666667
204,Vespa crabro,NA,"54 Trier, Germany",inat,6.7,49.73,0.8938666343688965,873,318,113,Cool Temperate,Moist,Settlement,Mountains,Cool Temperate Moist,61,67,0,Cool Temperate Moist Settlement on Mountains,#3D4300,0.6286208333333333
205,Vespa crabro,NA,"Regierungsviertel, 3100 St. Pölten, Österreich",inat,15.63,48.2,0.8747239112854004,643,274,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E,0.7091875
209,Vespa crabro,NA,"Great Bookham, UK",inat,-0.39,51.3,0.9951166152954102,714,35,110,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,33,144,30,Cool Temperate Moist Cropland on Hills,#21901E,0.6364083333333334
211,Vespa crabro,NL,NA,gbif,4.9,51.8,0.97971773147583,794,-1,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.6566500000000001
212,Vespa crabro,NL,NA,gbif,5.92,51.98,0.9808792114257812,791,29,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E,0.5193791666666667
217,Vespa crabro,DE,NA,gbif,7.12,50.71,1.0298375129699706,717,76,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.5081916666666667
218,Vespa crabro,NA,"Turnov 124, 511 01 Turnov, Česko",inat,15.15,50.57,0.8060552597045898,586,302,105,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,2,99,1,Cool Temperate Moist Forest on Hills,#026301,0.6334375
221,Vespa crabro,NL,NA,gbif,5.5,51.3,0.9874073028564452,732,32,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00,0.5470458333333333
229,Vespa crabro,NA,"39 Magdeburg-Stadtfeld Ost, Deutschland",inat,11.62,52.13,0.9160634994506835,506,53,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.6611166666666667
235,Vespa crabro,NL,NA,gbif,5.5,51.95,0.967956256866455,791,2,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.6679333333333334
236,Vespa crabro,FR,NA,gbif,1.64,49.07,1.0553458213806153,635,50,163,Warm Temperate,Moist,Forest,Hills,Warm Temperate Moist,47,146,24,Warm Temperate Moist Forest on Hills,#2F9218,0.5915541666666667
237,Vespa crabro,NL,NA,gbif,4.95,51.8,0.97971773147583,794,2,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.4209791666666667
241,Vespa crabro,SE,NA,gbif,12.83,56.67,0.7363234519958496,827,19,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E,0.5311541666666667
242,Vespa crabro,NL,NA,gbif,6.4,53.1,0.8974020957946778,835,5,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.49748333333333333
243,Vespa crabro,NA,Séris,inat,1.53,47.75,1.121596908569336,643,112,160,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,105,207,54,Warm Temperate Moist Cropland on Plains,#69CF36,0.44992916666666666
251,Vespa crabro,NL,NA,gbif,5.65,52,0.967956256866455,791,9,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.654925
259,Vespa crabro,NA,"45290 Nogent-sur-Vernisson, France",inat,2.75,47.84,1.07966251373291,658,133,160,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,105,207,54,Warm Temperate Moist Cropland on Plains,#69CF36,0.5026
261,Vespa crabro,NA,"Кам'янець-Подільський район, Хмельницька область, Україна",inat,26.79,48.63,0.8455635070800781,581,207,105,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,2,99,1,Cool Temperate Moist Forest on Hills,#026301,0.6214208333333333
265,Vespa crabro,CH,NA,gbif,8.01,47.53,0.8482301712036133,1286,345,103,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,33,102,5,Cool Temperate Moist Cropland on Mountains,#216605,0.5992708333333333
270,Vespa crabro,AT,NA,gbif,15.44,47.07,0.8947572708129883,862,362,113,Cool Temperate,Moist,Settlement,Mountains,Cool Temperate Moist,61,67,0,Cool Temperate Moist Settlement on Mountains,#3D4300,0.5023166666666666
277,Vespa crabro,NL,NA,gbif,4.05,51.25,1.0351354598999023,797,6,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.6095083333333333
278,Vespa crabro,NA,"Centro Direzionale, 20124 Milano MI, Italy",inat,9.19,45.49,1.2738364219665528,924,132,161,Warm Temperate,Moist,Settlement,Plains,Warm Temperate Moist,163,170,28,Warm Temperate Moist Settlement on Plains,#A3AA1C,0.6681125
279,Vespa crabro,FR,NA,gbif,4.6,44.96,1.0208624839782714,952,674,97,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,6,64,0,Cool Temperate Moist Forest on Mountains,#064000,0.42746666666666666
282,Vespa crabro,PL,NA,gbif,16.93,52.42,0.859751033782959,507,72,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.652475
292,Vespa crabro,DE,NA,gbif,7.87,48.44,1.0097469329833983,969,147,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.41176666666666667
294,Vespa crabro,NL,NA,gbif,5.7,51.85,0.9700655937194824,799,7,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.5765625
297,Vespa crabro,NA,"Nantes, Pays de la Loire, France",inat,-1.58,47.27,1.191419792175293,794,41,159,Warm Temperate,Moist,Grassland,Plains,Warm Temperate Moist,91,184,24,Warm Temperate Moist Grassland on Plains,#5BB818,0.7002916666666666
303,Vespa crabro,NA,"Corso Bruno Peirolo, Bussoleno, Piemonte, IT",inat,7.14,45.14,0.6286448001861572,1080,552,173,Warm Temperate,Moist,Cropland,Mountains,Warm Temperate Moist,100,150,37,Warm Temperate Moist Cropland on Mountains,#649625,0.6885125
311,Vespa crabro,NA,"3Q6Q+5R Lago Verde, 12110 Alcora, Castellón, España",inat,-0.21,40.06,1.459151077270508,434,235,194,Warm Temperate,Dry,Forest,Mountains,Warm Temperate Dry,96,139,37,Warm Temperate Dry Forest on Mountains,#608B25,0.60275
315,Vespa crabro,NL,NA,gbif,5.6,51.85,0.967956256866455,791,6,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.5020125
316,Vespa crabro,NL,NA,gbif,5.65,51.95,0.967956256866455,791,7,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.6190416666666667
319,Vespa crabro,DE,NA,gbif,11.33,48.16,0.8233562469482422,994,530,110,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,33,144,30,Cool Temperate Moist Cropland on Hills,#21901E,0.5527458333333334
323,Vespa crabro,NA,"Páka, 8956 Magyarország",inat,16.65,46.59,1.005786418914795,778,213,110,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,33,144,30,Cool Temperate Moist Cropland on Hills,#21901E,0.6337958333333333
330,Vespa crabro,DE,NA,gbif,7.83,47.97,0.9775771141052246,969,357,113,Cool Temperate,Moist,Settlement,Mountains,Cool Temperate Moist,61,67,0,Cool Temperate Moist Settlement on Mountains,#3D4300,0.4691125
337,Vespa crabro,FR,NA,gbif,1.95,48.98,1.0736177444458008,629,43,163,Warm Temperate,Moist,Forest,Hills,Warm Temperate Moist,47,146,24,Warm Temperate Moist Forest on Hills,#2F9218,0.5946791666666666
344,Vespa crabro,NA,"Kings Comp School, Wolverhampton WV6 8XG, UK",inat,-2.18,52.6,0.8992489814758301,887,122,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E,0.5698833333333333
347,Vespa crabro,NL,NA,gbif,6.25,52.15,0.9676468849182128,789,11,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.5198083333333333
348,Vespa crabro,IT,NA,gbif,11.35,46.5,0.7397343635559082,643,477,172,Warm Temperate,Moist,Settlement,Mountains,Warm Temperate Moist,105,89,18,Warm Temperate Moist Settlement on Mountains,#695912,0.6001125
349,Vespa crabro,NL,NA,gbif,3.5,51.55,1.0425701141357422,767,4,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.5635166666666667
357,Vespa crabro,NA,"Sremski Karlovci, Serbia",inat,19.91,45.16,1.0858187675476074,646,299,97,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,6,64,0,Cool Temperate Moist Forest on Mountains,#064000,0.6307333333333334
358,Vespa crabro,DE,NA,gbif,9.29,52.49,0.940571880340576,718,46,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.5846791666666666
373,Vespa crabro,AT,NA,gbif,16.25,48.12,0.9499468803405762,609,315,113,Cool Temperate,Moist,Settlement,Mountains,Cool Temperate Moist,61,67,0,Cool Temperate Moist Settlement on Mountains,#3D4300,0.7287458333333333
374,Vespa crabro,DE,NA,gbif,9.65,52.42,0.9319552421569824,666,51,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.7071958333333334
378,Vespa crabro,FR,NA,gbif,2.63,48.44,1.0599989891052246,633,101,163,Warm Temperate,Moist,Forest,Hills,Warm Temperate Moist,47,146,24,Warm Temperate Moist Forest on Hills,#2F9218,0.6740041666666666
379,Vespa crabro,NA,"Várasfenes, Románia",inat,22.29,46.62,0.7971958160400391,709,492,97,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,6,64,0,Cool Temperate Moist Forest on Mountains,#064000,0.5927375
381,Vespa crabro,NA,"Aspern, 1220 Vienna, Austria",inat,16.48,48.19,1.0255562782287595,572,155,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00,0.42974166666666663
384,Vespa crabro,NA,"71 Sindelfingen, Deutschland",inat,9.01,48.71,0.8853989601135254,740,449,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E,0.7401958333333334
386,Vespa crabro,NL,NA,gbif,5.85,51.85,0.9808792114257812,791,18,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.6557208333333333
392,Vespa crabro,AT,NA,gbif,15.88,46.83,0.9356552124023436,853,273,103,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,33,102,5,Cool Temperate Moist Cropland on Mountains,#216605,0.5720416666666667
396,Vespa crabro,NA,"Llandough, UK",inat,-3.2,51.45,1.021825408935547,1019,41,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E,0.47055416666666666
398,Vespa crabro,NL,NA,gbif,6.1,53.1,0.9211447715759278,829,1,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.6073125
402,Vespa crabro,NL,NA,gbif,4.85,51.5,0.9976905822753906,802,12,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.5835458333333333
